Epiyear,Epiweek,Start,End,Dengue,DHF,HFMD,Salmonellosis(non-enteric fevers),Acute Upper Respiratory Tract infections,Acute Diarrhoea
2018,13,2018-03-25T00:00:00Z,2018-03-31T00:00:00Z,24,0,843,22,2796.8888888888887,532.2222222222222
2018,14,2018-04-01T00:00:00Z,2018-04-07T00:00:00Z,38,0,1010,32,2968.3636363636365,564.7272727272727
2018,15,2018-04-08T00:00:00Z,2018-04-14T00:00:00Z,38,0,985,31,2958.909090909091,600.5454545454545
2018,16,2018-04-15T00:00:00Z,2018-04-21T00:00:00Z,56,0,996,33,2984.3636363636365,575.0909090909091
2018,17,2018-04-22T00:00:00Z,2018-04-28T00:00:00Z,55,1,1066,27,3044,568
2018,18,2018-04-29T00:00:00Z,2018-05-05T00:00:00Z,74,3,971,41,3249.3333333333335,574.2222222222222
2018,19,2018-05-06T00:00:00Z,2018-05-12T00:00:00Z,62,0,1159,36,3130.7272727272725,575.0909090909091
2018,20,2018-05-13T00:00:00Z,2018-05-19T00:00:00Z,63,1,1022,40,3074.7272727272725,597.8181818181819
2018,21,2018-05-20T00:00:00Z,2018-05-26T00:00:00Z,64,1,1086,40,3089.2727272727275,608.9090909090909
2018,22,2018-05-27T00:00:00Z,2018-06-02T00:00:00Z,52,2,849,47,3022.8888888888887,562.8888888888889
2018,23,2018-06-03T00:00:00Z,2018-06-09T00:00:00Z,75,0,873,47,2700.909090909091,524.1818181818181
2018,24,2018-06-10T00:00:00Z,2018-06-16T00:00:00Z,55,0,735,31,2402.8888888888887,466
2018,25,2018-06-17T00:00:00Z,2018-06-23T00:00:00Z,59,2,716,39,2596.909090909091,533.8181818181819
2018,26,2018-06-24T00:00:00Z,2018-06-30T00:00:00Z,75,1,889,30,2986.909090909091,603.0909090909091
2018,27,2018-07-01T00:00:00Z,2018-07-07T00:00:00Z,56,2,1071,42,3172.5454545454545,592
2018,28,2018-07-08T00:00:00Z,2018-07-14T00:00:00Z,44,0,1140,22,3384,648.7272727272727
2018,29,2018-07-15T00:00:00Z,2018-07-21T00:00:00Z,41,0,1136,22,3202,634
2018,30,2018-07-22T00:00:00Z,2018-07-28T00:00:00Z,56,0,1177,37,3032.5454545454545,623.8181818181819
2018,31,2018-07-29T00:00:00Z,2018-08-04T00:00:00Z,50,1,1249,32,3005.6363636363635,647.4545454545455
2018,32,2018-08-05T00:00:00Z,2018-08-11T00:00:00Z,59,0,1050,30,2890.222222222222,610.6666666666666
2018,33,2018-08-12T00:00:00Z,2018-08-18T00:00:00Z,42,1,1038,23,2872.909090909091,607.4545454545455
2018,34,2018-08-19T00:00:00Z,2018-08-25T00:00:00Z,66,2,796,31,2816,648.6666666666666
2018,35,2018-08-26T00:00:00Z,2018-09-01T00:00:00Z,75,0,684,23,2518.5454545454545,565.8181818181819
2018,36,2018-09-02T00:00:00Z,2018-09-08T00:00:00Z,75,1,474,38,2421.818181818182,498.90909090909093
2018,37,2018-09-09T00:00:00Z,2018-09-15T00:00:00Z,49,0,594,30,2893.2727272727275,593.0909090909091
2018,38,2018-09-16T00:00:00Z,2018-09-22T00:00:00Z,63,0,568,34,2844.7272727272725,606.1818181818181
2018,39,2018-09-23T00:00:00Z,2018-09-29T00:00:00Z,40,0,622,28,2767.2727272727275,570.7272727272727
2018,40,2018-09-30T00:00:00Z,2018-10-06T00:00:00Z,51,0,586,30,2659.090909090909,577.6363636363636
2018,41,2018-10-07T00:00:00Z,2018-10-13T00:00:00Z,51,0,547,36,2656.3636363636365,577.0909090909091
2018,42,2018-10-14T00:00:00Z,2018-10-20T00:00:00Z,60,2,543,36,2904,619.8181818181819
2018,43,2018-10-21T00:00:00Z,2018-10-27T00:00:00Z,78,0,561,40,2947.4545454545455,615.6363636363636
2018,44,2018-10-28T00:00:00Z,2018-11-03T00:00:00Z,75,0,565,44,3016.181818181818,583.8181818181819
2018,45,2018-11-04T00:00:00Z,2018-11-10T00:00:00Z,71,0,528,34,3320.6666666666665,614.6666666666666
2018,46,2018-11-11T00:00:00Z,2018-11-17T00:00:00Z,78,0,587,37,3271.818181818182,592.5454545454545
2018,47,2018-11-18T00:00:00Z,2018-11-24T00:00:00Z,97,0,607,31,3385.818181818182,567.6363636363636
2018,48,2018-11-25T00:00:00Z,2018-12-01T00:00:00Z,109,0,533,21,3294.7272727272725,543.2727272727273
2018,49,2018-12-02T00:00:00Z,2018-12-08T00:00:00Z,114,1,500,31,3138.3636363636365,543.2727272727273
2018,50,2018-12-09T00:00:00Z,2018-12-15T00:00:00Z,107,1,461,27,3035.818181818182,509.27272727272725
2018,51,2018-12-16T00:00:00Z,2018-12-22T00:00:00Z,127,1,486,33,2914.7272727272725,502.3636363636364
2018,52,2018-12-23T00:00:00Z,2018-12-29T00:00:00Z,160,0,439,24,3420,590.25
2019,1,2018-12-30T00:00:00Z,2019-01-05T00:00:00Z,205,2,52,43,3477.5,631
2019,2,2019-01-06T00:00:00Z,2019-01-12T00:00:00Z,245,0,79,28,3290.909090909091,619.8181818181819
2019,3,2019-01-13T00:00:00Z,2019-01-19T00:00:00Z,207,8,69,55,3390.5454545454545,632.9090909090909
2019,4,2019-01-20T00:00:00Z,2019-01-26T00:00:00Z,221,1,67,38,3407.818181818182,600.5454545454545
2019,5,2019-01-27T00:00:00Z,2019-02-02T00:00:00Z,179,3,59,34,3428.181818181818,589.8181818181819
2019,6,2019-02-03T00:00:00Z,2019-02-09T00:00:00Z,135,3,48,30,3658.3333333333335,754.6666666666666
2019,7,2019-02-10T00:00:00Z,2019-02-16T00:00:00Z,232,3,68,40,3237.2727272727275,659.0909090909091
2019,8,2019-02-17T00:00:00Z,2019-02-23T00:00:00Z,181,1,89,25,3063.2727272727275,622.3636363636364
2019,9,2019-02-24T00:00:00Z,2019-03-02T00:00:00Z,156,1,69,50,2920.3636363636365,589.2727272727273
2019,10,2019-03-03T00:00:00Z,2019-03-09T00:00:00Z,133,1,73,41,2949.4545454545455,593.2727272727273
2019,11,2019-03-10T00:00:00Z,2019-03-16T00:00:00Z,109,0,105,39,2881.4545454545455,581.6363636363636
2019,12,2019-03-17T00:00:00Z,2019-03-23T00:00:00Z,96,1,68,42,2591.4545454545455,506.90909090909093
2019,13,2019-03-24T00:00:00Z,2019-03-30T00:00:00Z,99,1,85,66,2686.909090909091,584.1818181818181
2019,14,2019-03-31T00:00:00Z,2019-04-06T00:00:00Z,108,0,91,72,2833.818181818182,608.5454545454545
2019,15,2019-04-07T00:00:00Z,2019-04-13T00:00:00Z,125,0,115,36,2869.818181818182,585.8181818181819
2019,16,2019-04-14T00:00:00Z,2019-04-20T00:00:00Z,134,1,107,42,2995.3333333333335,614
2019,17,2019-04-21T00:00:00Z,2019-04-27T00:00:00Z,156,1,98,37,2963.090909090909,644.9090909090909
2019,18,2019-04-28T00:00:00Z,2019-05-04T00:00:00Z,192,2,84,36,3223.777777777778,684.4444444444445
2019,19,2019-05-05T00:00:00Z,2019-05-11T00:00:00Z,287,0,99,41,3184.181818181818,643.2727272727273
2019,20,2019-05-12T00:00:00Z,2019-05-18T00:00:00Z,307,2,130,40,3060.181818181818,674
2019,21,2019-05-19T00:00:00Z,2019-05-25T00:00:00Z,376,2,91,55,3210.222222222222,675.3333333333334
2019,22,2019-05-26T00:00:00Z,2019-06-01T00:00:00Z,400,1,131,40,3017.4545454545455,637.0909090909091
2019,23,2019-06-02T00:00:00Z,2019-06-08T00:00:00Z,396,4,89,41,2824.4444444444443,640.4444444444445
2019,24,2019-06-09T00:00:00Z,2019-06-15T00:00:00Z,464,3,115,43,2797.2727272727275,513.2727272727273
2019,25,2019-06-16T00:00:00Z,2019-06-22T00:00:00Z,430,3,145,37,2824.3636363636365,554.1818181818181
2019,26,2019-06-23T00:00:00Z,2019-06-29T00:00:00Z,492,5,143,33,2956.909090909091,592.7272727272727
2019,27,2019-06-30T00:00:00Z,2019-07-06T00:00:00Z,591,2,126,43,3182.3636363636365,679.0909090909091
2019,28,2019-07-07T00:00:00Z,2019-07-13T00:00:00Z,661,2,135,31,3312,726
2019,29,2019-07-14T00:00:00Z,2019-07-20T00:00:00Z,644,2,129,47,3290.3636363636365,696.7272727272727
2019,30,2019-07-21T00:00:00Z,2019-07-27T00:00:00Z,601,4,115,29,3256.3636363636365,750.5454545454545
2019,31,2019-07-28T00:00:00Z,2019-08-03T00:00:00Z,597,2,114,37,3101.818181818182,744.3636363636364
2019,32,2019-08-04T00:00:00Z,2019-08-10T00:00:00Z,521,2,97,32,2837.1111111111113,696.4444444444445
2019,33,2019-08-11T00:00:00Z,2019-08-17T00:00:00Z,522,2,97,35,2794.222222222222,727.3333333333334
2019,34,2019-08-18T00:00:00Z,2019-08-24T00:00:00Z,474,0,90,38,2621.4545454545455,728.7272727272727
2019,35,2019-08-25T00:00:00Z,2019-08-31T00:00:00Z,412,2,103,31,2509.6363636363635,671.6363636363636
2019,36,2019-09-01T00:00:00Z,2019-09-07T00:00:00Z,326,1,97,36,2392.7272727272725,609.6363636363636
2019,37,2019-09-08T00:00:00Z,2019-09-14T00:00:00Z,314,3,117,29,2285.818181818182,538.5454545454545
2019,38,2019-09-15T00:00:00Z,2019-09-21T00:00:00Z,299,2,100,38,2719.818181818182,570.5454545454545
2019,39,2019-09-22T00:00:00Z,2019-09-28T00:00:00Z,258,3,104,43,2564,577.6363636363636
2019,40,2019-09-29T00:00:00Z,2019-10-05T00:00:00Z,243,3,88,45,2618.5454545454545,572.3636363636364
2019,41,2019-10-06T00:00:00Z,2019-10-12T00:00:00Z,227,1,105,37,2848,566.1818181818181
2019,42,2019-10-13T00:00:00Z,2019-10-19T00:00:00Z,239,0,92,43,2987.090909090909,565.4545454545455
2019,43,2019-10-20T00:00:00Z,2019-10-26T00:00:00Z,241,1,124,36,2952.3636363636365,584.9090909090909
2019,44,2019-10-27T00:00:00Z,2019-11-02T00:00:00Z,306,2,93,35,3208.222222222222,626.8888888888889
2019,45,2019-11-03T00:00:00Z,2019-11-09T00:00:00Z,321,1,82,52,3155.6363636363635,586
2019,46,2019-11-10T00:00:00Z,2019-11-16T00:00:00Z,372,1,95,33,3114.909090909091,581.0909090909091
2019,47,2019-11-17T00:00:00Z,2019-11-23T00:00:00Z,328,2,98,37,3100.909090909091,559.4545454545455
2019,48,2019-11-24T00:00:00Z,2019-11-30T00:00:00Z,295,0,111,35,2966,542.3636363636364
2019,49,2019-12-01T00:00:00Z,2019-12-07T00:00:00Z,280,1,97,35,2965.6363636363635,525.8181818181819
2019,50,2019-12-08T00:00:00Z,2019-12-14T00:00:00Z,257,0,97,34,3061.818181818182,489.6363636363636
2019,51,2019-12-15T00:00:00Z,2019-12-21T00:00:00Z,226,0,63,36,3049.818181818182,510.72727272727275
2019,52,2019-12-22T00:00:00Z,2019-12-28T00:00:00Z,290,0,75,33,3701,598
2020,1,2019-12-29T00:00:00Z,2020-01-04T00:00:00Z,302,1,85,19,3841.5,639.75
2020,2,2020-01-05T00:00:00Z,2020-01-11T00:00:00Z,342,1,82,25,3585.090909090909,604.1818181818181
2020,3,2020-01-12T00:00:00Z,2020-01-18T00:00:00Z,402,2,112,26,3707.818181818182,589.4545454545455
2020,4,2020-01-19T00:00:00Z,2020-01-25T00:00:00Z,307,2,61,32,3810.6666666666665,625.5555555555555
2020,5,2020-01-26T00:00:00Z,2020-02-01T00:00:00Z,370,0,114,33,4728.444444444444,540.6666666666666
2020,6,2020-02-02T00:00:00Z,2020-02-08T00:00:00Z,400,0,79,42,3791.4545454545455,538.5454545454545
2020,7,2020-02-09T00:00:00Z,2020-02-15T00:00:00Z,378,2,58,26,3149.818181818182,431.09090909090907
2020,8,2020-02-16T00:00:00Z,2020-02-22T00:00:00Z,380,1,58,22,2825.818181818182,406.54545454545456
2020,9,2020-02-23T00:00:00Z,2020-02-29T00:00:00Z,373,1,59,38,2473.090909090909,404.1818181818182
2020,10,2020-03-01T00:00:00Z,2020-03-07T00:00:00Z,375,0,46,53,2317.090909090909,398.72727272727275
2020,11,2020-03-08T00:00:00Z,2020-03-14T00:00:00Z,389,0,42,41,2288.181818181818,368.90909090909093
2020,12,2020-03-15T00:00:00Z,2020-03-21T00:00:00Z,367,1,35,44,2378,367.45454545454544
2020,13,2020-03-22T00:00:00Z,2020-03-28T00:00:00Z,377,0,22,32,2592.181818181818,344.1818181818182
2020,14,2020-03-29T00:00:00Z,2020-04-04T00:00:00Z,315,0,22,20,2064.5454545454545,258.72727272727275
2020,15,2020-04-05T00:00:00Z,2020-04-11T00:00:00Z,341,2,6,17,1557.7777777777778,179.11111111111111
2020,16,2020-04-12T00:00:00Z,2020-04-18T00:00:00Z,360,0,4,17,1120.7272727272727,140
2020,17,2020-04-19T00:00:00Z,2020-04-25T00:00:00Z,399,1,6,29,834.5454545454545,135.45454545454547
2020,18,2020-04-26T00:00:00Z,2020-05-02T00:00:00Z,390,0,2,18,682.8888888888889,140
2020,19,2020-05-03T00:00:00Z,2020-05-09T00:00:00Z,502,5,5,22,619.5555555555555,148.44444444444446
2020,20,2020-05-10T00:00:00Z,2020-05-16T00:00:00Z,524,2,2,29,575.4545454545455,141.0909090909091
2020,21,2020-05-17T00:00:00Z,2020-05-23T00:00:00Z,618,1,4,43,504.90909090909093,152.72727272727272
2020,22,2020-05-24T00:00:00Z,2020-05-30T00:00:00Z,731,1,2,32,571.1111111111111,141.11111111111111
2020,23,2020-05-31T00:00:00Z,2020-06-06T00:00:00Z,868,0,1,29,268.1818181818182,54.72727272727273
2020,24,2020-06-07T00:00:00Z,2020-06-13T00:00:00Z,1151,2,4,37,839.4545454545455,199.45454545454547
2020,25,2020-06-14T00:00:00Z,2020-06-20T00:00:00Z,1369,2,5,41,808.1818181818181,216.1818181818182
2020,26,2020-06-21T00:00:00Z,2020-06-27T00:00:00Z,1460,0,12,34,828.7272727272727,261.09090909090907
2020,27,2020-06-28T00:00:00Z,2020-07-04T00:00:00Z,1445,4,7,33,858.9090909090909,291.6363636363636
2020,28,2020-07-05T00:00:00Z,2020-07-11T00:00:00Z,1669,2,6,25,662.5454545454545,233.27272727272728
2020,29,2020-07-12T00:00:00Z,2020-07-18T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,30,2020-07-19T00:00:00Z,2020-07-25T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,31,2020-07-26T00:00:00Z,2020-08-01T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,32,2020-08-02T00:00:00Z,2020-08-08T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,33,2020-08-09T00:00:00Z,2020-08-15T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,34,2020-08-16T00:00:00Z,2020-08-22T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,35,2020-08-23T00:00:00Z,2020-08-29T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,36,2020-08-30T00:00:00Z,2020-09-05T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,37,2020-09-06T00:00:00Z,2020-09-12T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,38,2020-09-13T00:00:00Z,2020-09-19T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,39,2020-09-20T00:00:00Z,2020-09-26T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,40,2020-09-27T00:00:00Z,2020-10-03T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,41,2020-10-04T00:00:00Z,2020-10-10T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,42,2020-10-11T00:00:00Z,2020-10-17T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,43,2020-10-18T00:00:00Z,2020-10-24T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,44,2020-10-25T00:00:00Z,2020-10-31T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,45,2020-11-01T00:00:00Z,2020-11-07T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,46,2020-11-08T00:00:00Z,2020-11-14T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,47,2020-11-15T00:00:00Z,2020-11-21T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,48,2020-11-22T00:00:00Z,2020-11-28T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,49,2020-11-29T00:00:00Z,2020-12-05T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,50,2020-12-06T00:00:00Z,2020-12-12T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,51,2020-12-13T00:00:00Z,2020-12-19T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,52,2020-12-20T00:00:00Z,2020-12-26T00:00:00Z,NA,NA,NA,NA,NA,NA
2020,53,2020-12-27T00:00:00Z,2021-01-02T00:00:00Z,NA,NA,NA,NA,NA,NA
