Epiyear,Epiweek,Start,End,Cholera,Paratyphoid,Typhoid,Acute Viral Hepatitis A,Acute Viral Hepatitis E,Poliomyelitis,Plague,Yellow Fever,Dengue,DHF,Malaria,Chikungunya,HFMD,Diphtheria,Measles,Mumps,Rubella,SARS,Nipah,Acute Viral hepatitis B,Encephalitis,Legionellosis,Campylobacter enteritis,Acute Viral hepatitis C,Leptospirosis,Melioidosis,Meningococcal Infection,Pertussis,Pneumococcal Disease (invasive),Haemophilus influenzae type b,Salmonellosis(non-enteric fevers),Avian Influenza,Zika,Ebola Virus Disease,Japanese Encephalitis,Tetanus,Botulism,Murine Typhus,Acute Upper Respiratory Tract infections,Acute Conjunctivitis,Acute Diarrhoea,Chickenpox
2016,24,2016-06-12T00:00:00Z,2016-06-18T00:00:00Z,0,0,2,1,6,0,0,0,192,1,2,0,1066,0,4,12,1,0,0,1,1,0,5,3,NA,2,1,9,3,0,28,0,0,NA,NA,NA,NA,NA,2563.818181818182,66.18181818181819,444.90909090909093,11.636363636363637
2016,25,2016-06-19T00:00:00Z,2016-06-25T00:00:00Z,0,0,0,0,4,0,0,0,215,0,0,1,1034,0,1,13,0,0,0,0,2,0,8,0,NA,2,0,3,6,0,43,0,0,NA,NA,NA,NA,NA,2818.5454545454545,76.72727272727273,445.45454545454544,10.909090909090908
2016,26,2016-06-26T00:00:00Z,2016-07-02T00:00:00Z,0,0,1,0,1,0,0,0,234,0,1,1,972,0,0,12,0,0,0,1,5,0,11,0,NA,0,0,0,4,0,53,0,0,NA,NA,NA,NA,NA,3021.2727272727275,83.0909090909091,520.7272727272727,15.272727272727273
2016,27,2016-07-03T00:00:00Z,2016-07-09T00:00:00Z,0,0,0,0,0,0,0,0,246,1,0,0,798,0,0,8,1,0,0,2,1,0,8,0,NA,2,0,1,0,0,48,0,0,NA,NA,NA,NA,NA,2989.1111111111113,84.44444444444444,634.2222222222222,18.88888888888889
2016,28,2016-07-10T00:00:00Z,2016-07-16T00:00:00Z,0,0,0,2,2,0,0,0,223,0,1,0,871,0,1,11,2,0,0,1,1,0,3,0,NA,0,1,1,3,0,80,0,0,NA,NA,NA,NA,NA,2940,77.81818181818181,593.0909090909091,12.545454545454545
2016,29,2016-07-17T00:00:00Z,2016-07-23T00:00:00Z,0,1,2,3,4,0,0,0,266,0,0,0,884,0,0,12,0,0,0,2,0,1,14,0,NA,1,0,3,2,0,58,0,0,NA,NA,NA,NA,NA,3427.2727272727275,72.18181818181819,586.9090909090909,11.454545454545455
2016,30,2016-07-24T00:00:00Z,2016-07-30T00:00:00Z,0,0,1,5,3,0,0,0,221,1,0,0,908,0,0,15,1,0,0,2,1,0,3,0,NA,3,0,3,0,0,35,0,0,NA,NA,NA,NA,NA,3566.181818181818,74,571.4545454545455,13.818181818181818
2016,31,2016-07-31T00:00:00Z,2016-08-06T00:00:00Z,0,0,0,1,1,0,0,0,210,0,1,0,972,0,2,8,0,0,0,3,2,1,1,1,NA,3,0,3,7,0,41,0,0,NA,NA,NA,NA,NA,3498.5454545454545,83.27272727272727,550.7272727272727,12
2016,32,2016-08-07T00:00:00Z,2016-08-13T00:00:00Z,0,0,1,1,3,0,0,0,197,1,1,1,917,0,1,8,0,0,0,0,0,0,5,1,NA,1,0,0,1,0,46,0,0,NA,NA,NA,NA,NA,3233.3333333333335,80.66666666666667,592.4444444444445,17.11111111111111
2016,33,2016-08-14T00:00:00Z,2016-08-20T00:00:00Z,0,0,2,2,5,0,0,0,221,1,3,0,914,0,1,7,0,0,0,1,1,0,6,1,NA,1,0,2,3,2,48,0,0,NA,NA,NA,NA,NA,2833.6363636363635,77.0909090909091,550.3636363636364,13.090909090909092
2016,34,2016-08-21T00:00:00Z,2016-08-27T00:00:00Z,0,0,0,1,0,0,0,0,274,0,1,2,948,0,3,9,0,0,0,5,2,2,6,0,NA,3,0,1,4,0,26,0,1,NA,NA,NA,NA,NA,2686.909090909091,77.63636363636364,520.9090909090909,14.363636363636363
2016,35,2016-08-28T00:00:00Z,2016-09-03T00:00:00Z,0,1,2,2,0,0,0,0,310,1,2,1,906,0,2,13,1,0,0,1,1,0,13,0,NA,0,0,1,3,0,36,0,215,NA,NA,NA,NA,NA,2573.090909090909,81.63636363636364,500.90909090909093,15.090909090909092
2016,36,2016-09-04T00:00:00Z,2016-09-10T00:00:00Z,0,0,1,0,3,0,0,0,242,0,2,4,867,0,5,18,1,0,0,4,0,0,20,0,NA,0,0,2,1,0,44,0,107,NA,NA,NA,NA,NA,2370.7272727272725,75.45454545454545,452.72727272727275,10.181818181818182
2016,37,2016-09-11T00:00:00Z,2016-09-17T00:00:00Z,0,0,1,0,2,0,0,0,175,0,2,2,778,0,1,12,0,0,0,1,0,0,13,0,NA,2,0,2,1,0,47,0,62,NA,NA,NA,NA,NA,2566.222222222222,88,617.3333333333334,13.555555555555555
2016,38,2016-09-18T00:00:00Z,2016-09-24T00:00:00Z,1,0,0,0,2,0,0,0,174,0,2,3,756,0,0,13,1,0,0,0,0,1,13,0,NA,0,0,0,5,2,30,0,11,NA,NA,NA,NA,NA,2449.4545454545455,82.9090909090909,553.6363636363636,10.909090909090908
2016,39,2016-09-25T00:00:00Z,2016-10-01T00:00:00Z,0,1,0,1,2,0,0,0,138,0,0,2,737,0,3,11,0,0,0,3,0,1,10,0,NA,3,0,0,1,0,37,0,8,NA,NA,NA,NA,NA,2384,84.36363636363636,524.7272727272727,16.545454545454547
2016,40,2016-10-02T00:00:00Z,2016-10-08T00:00:00Z,0,0,1,2,4,0,0,0,125,0,0,0,555,0,2,14,0,0,0,1,0,1,11,0,NA,2,0,0,3,0,47,0,4,NA,NA,NA,NA,NA,2378,72.72727272727273,558.9090909090909,14.363636363636363
2016,41,2016-10-09T00:00:00Z,2016-10-15T00:00:00Z,0,0,1,0,6,0,0,0,94,0,2,1,616,0,2,10,0,0,0,2,0,0,6,1,NA,1,0,2,3,0,41,0,11,NA,NA,NA,NA,NA,2423.2727272727275,78.36363636363636,582.3636363636364,20.181818181818183
2016,42,2016-10-16T00:00:00Z,2016-10-22T00:00:00Z,0,1,0,0,4,0,0,0,108,0,0,4,599,0,1,7,0,0,0,1,0,0,2,0,NA,2,0,2,1,0,46,0,11,NA,NA,NA,NA,NA,2408.181818181818,75.63636363636364,564.7272727272727,18.90909090909091
2016,43,2016-10-23T00:00:00Z,2016-10-29T00:00:00Z,0,0,1,0,3,0,0,0,84,0,0,0,474,0,2,14,0,0,0,2,0,1,5,0,NA,2,1,0,3,0,34,0,12,NA,NA,NA,NA,NA,2397.6,79.4,557.6,15.4
2016,44,2016-10-30T00:00:00Z,2016-11-05T00:00:00Z,0,0,2,0,1,0,0,0,85,1,0,2,489,0,1,16,0,0,0,2,0,0,8,0,NA,1,0,3,1,0,45,0,4,NA,NA,NA,NA,NA,2462,81.63636363636364,568.3636363636364,13.090909090909092
2016,45,2016-11-06T00:00:00Z,2016-11-12T00:00:00Z,0,0,2,1,0,0,0,0,84,0,0,1,505,0,4,11,0,0,0,2,0,0,11,1,NA,3,0,3,2,0,33,0,4,NA,NA,NA,NA,NA,2598.3636363636365,78.18181818181819,553.6363636363636,15.636363636363637
2016,46,2016-11-13T00:00:00Z,2016-11-19T00:00:00Z,0,0,1,0,3,0,0,0,72,0,0,2,581,0,5,13,0,0,0,3,0,1,7,1,NA,2,0,4,1,0,47,0,3,NA,NA,NA,NA,NA,2651.090909090909,83.81818181818181,518.9090909090909,10.545454545454545
2016,47,2016-11-20T00:00:00Z,2016-11-26T00:00:00Z,0,0,1,0,1,0,0,0,74,1,0,0,576,0,8,8,0,0,0,1,0,0,6,0,NA,1,0,0,2,1,40,0,1,NA,NA,NA,NA,NA,2619.6363636363635,86.72727272727273,511.8181818181818,14.181818181818182
2016,48,2016-11-27T00:00:00Z,2016-12-03T00:00:00Z,0,0,0,0,1,0,0,0,86,0,0,1,602,0,4,4,0,0,0,2,0,0,7,1,NA,3,0,0,4,0,0,0,2,NA,NA,NA,NA,NA,2588.7272727272725,100.18181818181819,488.72727272727275,14
2016,49,2016-12-04T00:00:00Z,2016-12-10T00:00:00Z,0,0,0,0,0,0,0,0,59,0,3,1,588,0,11,10,0,0,0,1,0,0,6,0,NA,0,3,0,0,2,0,0,1,NA,NA,NA,NA,NA,2377.4545454545455,101.63636363636364,478.90909090909093,11
2016,50,2016-12-11T00:00:00Z,2016-12-17T00:00:00Z,0,0,1,0,2,0,0,0,81,0,1,1,582,0,3,11,0,0,0,2,0,1,7,0,NA,2,1,2,2,2,0,0,0,NA,NA,NA,NA,NA,2409.818181818182,100.72727272727273,427.45454545454544,13
2016,51,2016-12-18T00:00:00Z,2016-12-24T00:00:00Z,0,0,4,1,1,0,NA,0,72,0,0,0,560,0,2,15,0,0,0,0,0,0,9,0,NA,1,1,0,2,3,1,0,0,NA,NA,NA,NA,NA,2275.090909090909,91.81818181818181,448.3636363636364,11
2016,52,2016-12-25T00:00:00Z,2016-12-31T00:00:00Z,0,0,1,2,2,0,0,0,64,0,0,0,512,0,3,12,1,0,0,0,0,0,5,0,NA,2,0,0,1,3,0,0,1,NA,NA,NA,NA,NA,2493.3333333333335,97.77777777777777,458,12
2017,1,2017-01-01T00:00:00Z,2017-01-07T00:00:00Z,0,3,3,2,3,0,0,0,70,0,0,0,501,0,3,6,0,0,0,2,0,0,7,1,2,2,0,1,1,1,48,0,0,0,0,0,0,0,2721.1111111111113,105.77777777777777,517.7777777777778,19.555555555555557
2017,2,2017-01-08T00:00:00Z,2017-01-14T00:00:00Z,0,1,4,0,1,0,0,0,90,1,0,0,588,0,4,15,0,0,0,1,0,0,7,0,0,2,0,3,2,0,43,0,0,0,0,0,0,0,2864.181818181818,91.27272727272727,542.5454545454545,17.272727272727273
2017,3,2017-01-15T00:00:00Z,2017-01-21T00:00:00Z,0,0,3,2,2,0,0,0,73,1,1,0,599,0,3,12,0,0,0,0,0,0,4,0,0,0,0,0,3,0,38,0,1,0,0,0,0,0,3059.6363636363635,90.54545454545455,558,16.363636363636363
2017,4,2017-01-22T00:00:00Z,2017-01-28T00:00:00Z,0,0,2,1,0,0,0,0,63,0,0,0,492,0,1,7,1,0,0,1,0,0,11,0,1,1,0,0,1,0,33,0,0,0,0,0,0,0,3002.2,81.8,508.8,13
2017,5,2017-01-29T00:00:00Z,2017-02-04T00:00:00Z,0,1,6,1,2,0,0,0,62,0,0,0,572,0,0,12,0,0,0,2,0,0,12,1,1,1,1,2,5,2,44,0,0,0,0,0,0,0,3520.8888888888887,98.22222222222223,582.8888888888889,16.88888888888889
2017,6,2017-02-05T00:00:00Z,2017-02-11T00:00:00Z,0,0,0,5,0,0,0,0,77,0,1,0,669,0,1,15,0,0,0,1,0,0,4,0,2,2,0,7,4,0,33,0,2,0,1,0,0,0,3352.181818181818,99.27272727272727,586.7272727272727,17.818181818181817
2017,7,2017-02-12T00:00:00Z,2017-02-18T00:00:00Z,0,0,4,0,0,0,0,0,51,2,0,0,692,0,4,9,1,0,0,1,0,0,3,1,2,2,1,0,2,0,25,0,1,0,0,0,0,0,3316.3636363636365,104.54545454545455,561.2727272727273,16.727272727272727
2017,8,2017-02-19T00:00:00Z,2017-02-25T00:00:00Z,0,1,0,0,0,0,0,0,54,0,0,0,762,0,3,9,1,0,0,2,0,0,10,1,0,0,0,0,6,0,46,0,0,0,0,0,0,1,2992.7272727272725,98.72727272727273,535.8181818181819,17.636363636363637
2017,9,2017-02-26T00:00:00Z,2017-03-04T00:00:00Z,0,0,1,2,2,0,0,0,41,0,0,1,855,0,1,12,0,0,0,2,0,1,6,0,1,0,0,2,4,0,45,0,1,0,0,0,0,0,3008,95.45454545454545,526.7272727272727,14
2017,10,2017-03-05T00:00:00Z,2017-03-11T00:00:00Z,0,0,0,0,1,0,0,0,32,0,1,0,943,0,2,11,0,0,0,1,0,1,8,0,1,0,0,2,2,0,32,0,0,0,0,0,0,0,3038.3636363636365,112.18181818181819,533.0909090909091,16.363636363636363
2017,11,2017-03-12T00:00:00Z,2017-03-18T00:00:00Z,0,0,1,2,0,0,0,0,34,1,1,0,797,0,1,14,0,0,0,0,0,0,8,0,1,3,0,2,2,0,31,0,0,0,0,0,0,0,2711.2727272727275,99.81818181818181,428.1818181818182,14
2017,12,2017-03-19T00:00:00Z,2017-03-25T00:00:00Z,0,0,0,2,3,0,0,0,32,0,0,2,790,0,2,8,0,0,0,0,0,1,7,0,0,1,0,0,3,0,63,0,1,0,0,0,0,1,2976.5454545454545,123.81818181818181,515.4545454545455,16.545454545454547
2017,13,2017-03-26T00:00:00Z,2017-04-01T00:00:00Z,0,0,0,3,2,0,0,0,49,1,0,0,663,0,4,12,0,0,0,0,0,2,7,0,0,1,1,0,5,0,45,0,2,0,0,0,0,0,2838.909090909091,112.72727272727273,486,16.181818181818183
2017,14,2017-04-02T00:00:00Z,2017-04-08T00:00:00Z,0,0,2,2,1,0,0,0,37,0,1,1,695,0,3,13,0,0,0,0,0,0,9,0,1,0,1,2,0,1,33,0,5,0,0,0,0,0,3023.4545454545455,98.36363636363636,530.5454545454545,16
2017,15,2017-04-09T00:00:00Z,2017-04-15T00:00:00Z,0,0,1,2,1,0,0,0,32,0,1,0,654,0,2,7,0,0,0,0,0,0,4,0,1,0,1,1,2,0,42,0,5,0,0,0,0,0,3163.5555555555557,98.66666666666667,548,22.444444444444443
2017,16,2017-04-16T00:00:00Z,2017-04-22T00:00:00Z,0,0,1,4,0,0,0,0,51,0,2,0,762,0,2,12,0,0,0,0,0,0,8,1,2,2,0,0,2,0,31,0,5,0,0,0,0,0,3202.181818181818,99.45454545454545,545.8181818181819,16.181818181818183
2017,17,2017-04-23T00:00:00Z,2017-04-29T00:00:00Z,0,0,1,4,2,0,0,0,37,0,0,0,752,0,0,7,1,0,0,0,0,0,11,0,1,0,0,0,0,0,32,0,7,0,0,0,0,0,3189.4545454545455,94.9090909090909,565.8181818181819,18.363636363636363
2017,18,2017-04-30T00:00:00Z,2017-05-06T00:00:00Z,0,1,1,2,0,0,0,0,42,0,2,0,755,0,0,13,1,0,0,0,0,1,6,0,0,1,0,1,1,0,43,0,3,0,0,0,0,0,3452,107.77777777777777,541.7777777777778,21.11111111111111
2017,19,2017-05-07T00:00:00Z,2017-05-13T00:00:00Z,0,1,0,1,0,0,0,0,48,0,0,0,732,0,0,8,1,0,0,1,0,1,9,0,1,2,0,0,4,0,38,0,1,0,0,0,0,0,3644.6666666666665,102.88888888888889,595.5555555555555,19.11111111111111
2017,20,2017-05-14T00:00:00Z,2017-05-20T00:00:00Z,0,0,0,2,2,0,0,0,48,2,0,1,793,0,2,7,0,0,0,1,0,1,10,0,1,1,0,0,3,0,40,0,1,0,0,0,0,0,3500.3636363636365,88,565.2727272727273,14.727272727272727
2017,21,2017-05-21T00:00:00Z,2017-05-27T00:00:00Z,0,1,0,1,0,0,0,0,50,0,2,0,789,0,2,10,1,0,0,0,0,0,9,0,2,0,0,0,6,0,44,0,4,0,0,0,0,0,3439.818181818182,84,548,14.363636363636363
2017,22,2017-05-28T00:00:00Z,2017-06-03T00:00:00Z,1,0,2,3,1,0,0,0,66,0,0,0,713,0,0,8,0,0,0,0,0,1,7,0,3,2,0,1,10,1,65,0,3,0,0,0,0,0,3241.4545454545455,84.18181818181819,484.3636363636364,9.636363636363637
2017,23,2017-06-04T00:00:00Z,2017-06-10T00:00:00Z,0,0,0,1,1,0,0,0,62,0,0,2,607,0,2,9,0,0,0,0,0,0,9,1,2,1,0,3,3,0,36,0,1,0,0,0,0,0,2842,86.72727272727273,467.6363636363636,13.818181818181818
2017,24,2017-06-11T00:00:00Z,2017-06-17T00:00:00Z,0,0,2,1,0,0,0,0,79,1,0,1,520,0,3,8,0,0,0,1,0,0,4,0,1,0,0,0,3,0,49,0,1,0,0,0,0,0,2476,82.72727272727273,464.1818181818182,10.363636363636363
2017,25,2017-06-18T00:00:00Z,2017-06-24T00:00:00Z,0,1,1,0,2,0,0,0,73,0,1,2,554,0,1,10,0,0,0,0,0,1,5,0,0,0,0,0,2,0,33,0,2,0,0,0,0,0,2374,82,454.54545454545456,11.636363636363637
2017,26,2017-06-25T00:00:00Z,2017-07-01T00:00:00Z,0,0,1,2,1,0,0,0,75,0,1,2,436,0,2,12,1,0,0,1,0,1,13,1,0,4,0,1,2,0,28,0,1,0,0,0,0,0,2793.3333333333335,84,616.6666666666666,18.88888888888889
2017,27,2017-07-02T00:00:00Z,2017-07-08T00:00:00Z,0,1,1,0,2,0,0,0,63,0,3,1,572,0,1,9,0,0,0,1,0,1,16,0,2,1,0,1,4,0,41,0,0,0,0,0,0,0,2834.7272727272725,77.0909090909091,529.0909090909091,12.545454545454545
2017,28,2017-07-09T00:00:00Z,2017-07-15T00:00:00Z,0,1,1,1,3,0,0,0,53,0,0,1,661,0,0,6,0,0,0,2,0,0,8,1,0,0,0,2,4,0,31,0,1,0,0,0,0,0,3190.7272727272725,84.9090909090909,616.3636363636364,17.272727272727273
2017,29,2017-07-16T00:00:00Z,2017-07-22T00:00:00Z,0,1,1,2,0,0,0,0,51,0,0,0,692,0,1,9,0,0,0,1,0,0,9,2,1,1,0,1,2,0,30,0,0,0,0,0,0,0,3355.4545454545455,95.81818181818181,612,13.636363636363637
2017,30,2017-07-23T00:00:00Z,2017-07-29T00:00:00Z,0,1,0,2,4,0,0,0,66,1,1,0,803,0,0,15,0,0,0,0,0,0,15,0,1,0,0,1,8,0,45,0,6,0,0,0,0,0,3132.3636363636365,88.36363636363636,604.5454545454545,14.363636363636363
2017,31,2017-07-30T00:00:00Z,2017-08-05T00:00:00Z,0,0,0,2,4,0,0,0,60,0,1,1,872,1,0,7,0,0,0,0,0,0,13,0,0,0,0,1,2,0,40,0,6,0,0,0,0,0,2867.090909090909,87.45454545454545,576.1818181818181,16.181818181818183
2017,32,2017-08-06T00:00:00Z,2017-08-12T00:00:00Z,0,0,3,2,0,0,0,0,56,0,1,1,695,0,2,15,1,0,0,2,0,0,9,0,3,1,0,2,2,0,46,0,2,0,0,0,0,2,2782.8888888888887,87.11111111111111,597.1111111111111,15.333333333333334
2017,33,2017-08-13T00:00:00Z,2017-08-19T00:00:00Z,0,0,0,2,7,0,0,0,52,1,1,2,711,0,0,5,2,0,0,1,0,0,15,0,2,0,0,0,6,0,27,0,2,0,0,0,0,0,2892.7272727272725,80.18181818181819,599.0909090909091,12.363636363636363
2017,34,2017-08-20T00:00:00Z,2017-08-26T00:00:00Z,0,0,2,1,1,0,0,0,51,1,1,1,840,0,0,13,3,0,0,1,0,0,7,1,1,2,0,3,4,0,37,0,0,0,0,0,0,0,2770.7272727272725,77.63636363636364,567.8181818181819,14.727272727272727
2017,35,2017-08-27T00:00:00Z,2017-09-02T00:00:00Z,0,0,1,0,3,0,0,0,33,0,3,0,761,0,1,12,0,0,0,1,0,0,13,0,0,2,0,5,4,0,39,0,1,0,0,0,0,0,2502.4444444444443,81.33333333333333,480.6666666666667,16.88888888888889
2017,36,2017-09-03T00:00:00Z,2017-09-09T00:00:00Z,0,0,1,2,3,0,0,0,40,0,1,1,659,1,1,14,1,0,0,0,0,1,13,2,2,1,1,0,4,0,46,0,0,0,0,0,0,0,2378.3636363636365,74.72727272727273,460.54545454545456,12.909090909090908
2017,37,2017-09-10T00:00:00Z,2017-09-16T00:00:00Z,0,1,0,1,2,0,0,0,53,0,1,0,717,0,1,5,0,0,0,1,0,1,11,0,0,1,0,5,2,0,41,0,0,0,0,0,0,0,2489.2727272727275,79.81818181818181,528.7272727272727,12.727272727272727
2017,38,2017-09-17T00:00:00Z,2017-09-23T00:00:00Z,0,1,1,3,4,0,0,0,58,1,1,0,708,0,2,12,0,0,0,1,0,0,12,0,1,0,0,2,1,0,39,0,0,0,0,0,0,0,2664.7272727272725,84.36363636363636,509.8181818181818,10.363636363636363
2017,39,2017-09-24T00:00:00Z,2017-09-30T00:00:00Z,0,0,0,0,0,0,0,0,39,0,0,0,672,0,1,14,0,0,0,2,0,1,17,0,1,1,0,1,4,0,27,0,1,0,0,0,0,0,2686.3636363636365,80.36363636363636,482.90909090909093,9.636363636363637
2017,40,2017-10-01T00:00:00Z,2017-10-07T00:00:00Z,0,0,1,0,1,0,0,0,51,1,1,1,622,0,0,12,0,0,0,0,0,0,10,1,1,2,0,1,1,0,33,0,0,0,0,0,0,0,2881.090909090909,71.45454545454545,504.1818181818182,11.090909090909092
2017,41,2017-10-08T00:00:00Z,2017-10-14T00:00:00Z,0,0,3,2,0,0,0,0,55,0,0,1,721,0,0,13,0,0,0,2,0,1,4,1,0,3,1,2,1,0,34,0,0,0,0,0,0,0,3016,80.36363636363636,518.1818181818181,11.818181818181818
2017,42,2017-10-15T00:00:00Z,2017-10-21T00:00:00Z,1,0,1,5,1,0,0,0,62,1,1,1,635,0,1,9,0,0,0,2,0,0,5,1,0,0,1,2,3,0,38,0,0,0,0,0,0,0,3125.3333333333335,88,575.1111111111111,14
2017,43,2017-10-22T00:00:00Z,2017-10-28T00:00:00Z,1,0,2,1,2,0,0,0,77,0,1,0,549,0,1,11,0,0,0,0,0,0,13,1,2,1,0,2,1,0,37,0,0,0,0,0,0,0,2869.2727272727275,74,532.1818181818181,11.090909090909092
2017,44,2017-10-29T00:00:00Z,2017-11-04T00:00:00Z,0,0,2,1,3,0,0,0,62,0,1,1,553,0,1,8,0,0,0,0,0,0,21,0,1,0,1,2,4,0,50,0,0,0,0,0,0,0,2882,80,506.54545454545456,11.454545454545455
2017,45,2017-11-05T00:00:00Z,2017-11-11T00:00:00Z,0,0,1,1,0,0,0,0,44,0,1,0,474,0,0,11,1,0,0,0,0,0,10,0,1,3,0,3,2,1,35,0,0,0,0,0,1,0,2861.6363636363635,76.54545454545455,519.4545454545455,13.272727272727273
2017,46,2017-11-12T00:00:00Z,2017-11-18T00:00:00Z,0,0,0,1,1,0,0,0,50,0,1,1,550,0,1,6,0,0,0,0,0,1,9,0,1,2,0,2,1,0,33,0,1,0,0,0,0,0,2939.4545454545455,79.63636363636364,543.8181818181819,14
2017,47,2017-11-19T00:00:00Z,2017-11-25T00:00:00Z,0,0,1,0,2,0,0,0,24,0,1,0,482,0,0,8,0,0,0,0,0,0,15,1,0,1,1,1,5,0,27,0,0,0,0,0,0,0,2909.6363636363635,75.81818181818181,503.8181818181818,13.636363636363637
2017,48,2017-11-26T00:00:00Z,2017-12-02T00:00:00Z,0,0,3,3,1,0,0,0,37,1,2,3,463,0,0,9,0,0,0,4,0,0,11,1,3,0,1,4,2,0,38,0,0,0,0,0,0,0,2836,83.27272727272727,502.1818181818182,14.363636363636363
2017,49,2017-12-03T00:00:00Z,2017-12-09T00:00:00Z,0,0,1,2,5,0,0,0,33,1,2,1,416,0,0,11,0,0,0,0,0,1,12,0,2,0,0,1,6,0,36,0,0,0,0,0,0,0,2711.2727272727275,82,500.1818181818182,9.636363636363637
2017,50,2017-12-10T00:00:00Z,2017-12-16T00:00:00Z,0,0,1,1,0,0,0,0,40,0,0,0,460,0,1,6,0,0,0,0,0,0,11,2,0,2,0,3,2,0,44,0,0,0,0,0,0,0,2676.909090909091,82.36363636363636,482.90909090909093,13.090909090909092
2017,51,2017-12-17T00:00:00Z,2017-12-23T00:00:00Z,0,0,1,1,0,0,0,0,51,0,0,0,412,0,0,11,1,0,0,0,0,0,13,0,2,0,1,2,2,1,36,0,0,0,0,0,0,3,2729.090909090909,93.0909090909091,466.1818181818182,10
2017,52,2017-12-24T00:00:00Z,2017-12-30T00:00:00Z,0,0,1,0,0,0,0,0,66,0,0,0,325,0,6,7,0,0,0,0,0,1,5,1,1,0,0,2,3,0,42,0,0,0,0,0,0,0,2836,87.77777777777777,484.6666666666667,15.11111111111111
2018,1,2017-12-31T00:00:00Z,1900-01-01T00:00:00Z,0,1,1,1,0,0,0,0,83,0,2,0,326,0,1,6,0,0,0,1,0,0,6,0,0,1,0,2,1,0,27,0,0,0,0,0,0,0,3157.5555555555557,103.33333333333333,579.7777777777778,24
2018,2,2018-01-07T00:00:00Z,2018-01-13T00:00:00Z,0,1,1,1,1,0,0,0,68,0,1,0,478,0,1,13,0,0,0,2,0,0,8,0,0,1,1,3,3,0,33,0,0,0,0,0,0,0,3632.181818181818,93.27272727272727,603.6363636363636,16.90909090909091
2018,3,2018-01-14T00:00:00Z,2018-01-20T00:00:00Z,0,0,0,1,1,0,0,0,54,0,0,0,542,0,2,11,0,0,0,1,0,0,4,0,1,1,0,2,5,0,28,0,1,0,0,0,0,0,4233.818181818182,96.18181818181819,582.9090909090909,20.181818181818183
2018,4,2018-01-21T00:00:00Z,2018-01-27T00:00:00Z,0,1,3,0,2,0,0,0,45,0,0,0,645,0,0,12,0,0,0,1,0,2,9,0,1,0,0,2,0,0,23,0,0,0,0,1,0,0,4048.3636363636365,91.0909090909091,606.5454545454545,18.727272727272727
2018,5,2018-01-28T00:00:00Z,2018-02-03T00:00:00Z,1,0,0,1,0,0,0,0,48,0,0,0,757,0,1,17,0,0,0,1,0,0,9,0,0,1,0,0,2,0,26,0,0,0,0,0,1,0,3959.818181818182,108.54545454545455,582.7272727272727,16.90909090909091
2018,6,2018-02-04T00:00:00Z,2018-02-10T00:00:00Z,0,1,1,1,1,0,0,0,50,0,0,0,699,0,0,11,0,0,0,0,0,0,4,1,0,1,0,4,2,0,22,0,0,0,0,0,0,0,3983.2727272727275,114.36363636363636,559.8181818181819,18.181818181818183
2018,7,2018-02-11T00:00:00Z,2018-02-17T00:00:00Z,0,0,0,2,2,0,0,0,28,0,0,0,546,0,2,2,0,0,0,0,0,0,4,0,1,0,0,2,3,0,13,0,0,0,0,0,0,0,3911.1428571428573,108.85714285714286,542.5714285714286,16
2018,8,2018-02-18T00:00:00Z,2018-02-24T00:00:00Z,0,0,2,2,2,0,0,0,38,1,1,0,668,0,0,8,0,0,0,0,0,0,8,2,0,1,0,1,4,0,14,0,0,0,0,0,0,0,3513.090909090909,116.9090909090909,584.7272727272727,18
2018,9,2018-02-25T00:00:00Z,2018-03-03T00:00:00Z,0,1,1,0,3,0,0,0,51,0,0,1,780,0,1,10,0,0,0,2,0,0,4,0,0,0,1,4,3,0,32,0,0,0,0,0,0,1,3174,101.27272727272727,571.8181818181819,22.545454545454547
2018,10,2018-03-04T00:00:00Z,2018-03-10T00:00:00Z,0,0,0,1,0,0,0,0,37,0,0,0,1105,0,2,5,0,0,0,2,0,0,4,0,0,0,0,0,4,0,32,0,0,0,0,0,0,0,3011.6363636363635,103.63636363636364,550,20.90909090909091
2018,11,2018-03-11T00:00:00Z,2018-03-17T00:00:00Z,0,0,0,2,1,0,0,0,37,2,2,0,946,0,1,11,0,0,0,1,0,0,4,1,1,0,1,0,3,0,32,0,0,0,0,0,0,1,2693.818181818182,94.9090909090909,498.3636363636364,17.272727272727273
2018,12,2018-03-18T00:00:00Z,2018-03-24T00:00:00Z,0,0,0,2,1,0,0,0,36,0,1,0,983,0,0,11,0,0,0,0,0,0,12,0,1,2,0,6,2,0,30,0,0,0,0,0,0,0,2806.3636363636365,112,552.1818181818181,15.272727272727273
2018,13,2018-03-25T00:00:00Z,2018-03-31T00:00:00Z,0,0,0,1,1,0,0,0,24,0,0,0,843,0,1,10,0,0,0,2,0,0,11,1,1,0,0,1,2,0,22,0,0,0,0,0,0,0,2796.8888888888887,109.11111111111111,532.2222222222222,20.88888888888889
2018,14,2018-04-01T00:00:00Z,2018-04-07T00:00:00Z,0,0,3,1,3,0,0,0,38,0,0,0,1010,0,2,12,0,0,0,0,0,1,10,1,1,0,0,5,0,0,32,0,0,0,0,0,0,1,2968.3636363636365,104,564.7272727272727,19.09090909090909
