"Year","Epidemiology Wk","Start","End","Cholera","Paratyphoid","Typhoid","Acute Viral Hepatitis A","Acute Viral Hepatitis E","Poliomyelitis","Plague","Yellow Fever","Dengue","DHF","Malaria","Chikungunya","HFMD","Diphtheria","Measles","Mumps","Rubella","SARS","Nipah","Acute Viral hepatitis B","Encephalitis","Legionellosis","Campylobacter enteritis","Acute Viral hepatitis C","Leptospirosis","Melioidosis","Meningococcal Infection","Pertussis","Pneumococcal Disease (invasive)","Haemophilus influenzae type b","Salmonellosis(non-enteric fevers)","Avian Influenza","Zika","Ebola Virus Disease","Japanese Encephalitis","Tetanus","Botulism","Murine Typhus","Acute Upper Respiratory Tract infections","Acute Conjunctivitis","Acute Diarrhoea","Chickenpox"
2015,15,2015-04-12,2015-04-18,0,1,0,0,2,0,0,0,137,0,0,1,633,0,4,11,0,0,0,0,1,1,9,0,NA,0,0,1,2,0,34,0,NA,NA,NA,NA,NA,NA,2469.45454545455,92,496.909090909091,14.7272727272727
2015,16,2015-04-19,2015-04-25,0,2,1,1,2,0,0,0,113,0,1,2,693,0,2,13,0,0,0,2,1,1,14,0,NA,1,0,1,0,0,40,0,NA,NA,NA,NA,NA,NA,2534.18181818182,84.9090909090909,479.818181818182,13.0909090909091
2015,17,2015-04-26,2015-05-02,0,0,1,0,1,0,0,0,120,0,1,0,721,0,1,6,1,0,0,3,0,0,8,1,NA,0,0,2,2,0,29,0,NA,NA,NA,NA,NA,NA,2645.33333333333,77.5555555555556,468.222222222222,14.6666666666667
2015,18,2015-05-03,2015-05-09,0,0,2,0,2,0,0,0,135,0,1,1,778,0,0,12,0,0,0,1,1,0,5,0,NA,1,0,0,4,0,31,0,NA,NA,NA,NA,NA,NA,2882.36363636364,86.9090909090909,515.272727272727,12.9090909090909
2015,19,2015-05-10,2015-05-16,0,0,2,0,1,0,0,0,157,1,1,0,782,0,1,12,1,0,0,2,0,1,8,0,NA,0,0,2,2,0,24,0,NA,NA,NA,NA,NA,NA,2756.90909090909,79.2727272727273,481.636363636364,20.7272727272727
2015,20,2015-05-17,2015-05-23,0,0,1,2,0,0,0,0,109,0,0,0,855,0,1,9,0,0,0,2,0,0,9,0,NA,0,0,0,6,0,36,0,NA,NA,NA,NA,NA,NA,2828.18181818182,81.6363636363636,495.090909090909,19.6363636363636
2015,21,2015-05-24,2015-05-30,0,0,1,1,2,0,0,0,178,2,1,2,1004,0,1,11,1,0,0,1,3,0,9,0,NA,1,0,0,2,0,36,0,NA,NA,NA,NA,NA,NA,3000.90909090909,93.6363636363636,492.181818181818,15.6363636363636
2015,22,2015-05-31,2015-06-06,0,0,0,0,1,0,0,0,151,1,1,1,721,0,0,9,1,0,0,1,0,0,7,0,NA,0,0,0,4,0,42,0,NA,NA,NA,NA,NA,NA,2843.55555555556,79.5555555555556,421.777777777778,13.3333333333333
2015,23,2015-06-07,2015-06-13,0,0,1,1,1,0,0,0,192,1,1,0,540,0,1,9,0,0,0,1,1,0,2,0,NA,3,0,0,2,0,26,0,NA,NA,NA,NA,NA,NA,2636.54545454545,79.2727272727273,421.818181818182,12
2015,24,2015-06-14,2015-06-20,0,2,2,1,0,0,0,0,207,0,1,1,541,0,1,13,0,0,0,0,0,1,5,0,NA,4,1,1,1,0,44,0,NA,NA,NA,NA,NA,NA,2630.90909090909,64.9090909090909,399.454545454545,10.1818181818182
2015,25,2015-06-21,2015-06-27,0,0,1,0,1,0,0,0,240,0,3,0,578,0,0,15,0,0,0,2,0,0,9,0,NA,0,0,2,5,0,39,0,NA,NA,NA,NA,NA,NA,2651.45454545455,68.5454545454545,442.181818181818,12
2015,26,2015-06-28,2015-07-04,0,1,0,3,1,0,0,0,242,0,0,0,455,0,1,10,1,0,0,0,0,0,7,1,NA,2,1,1,1,0,41,0,NA,NA,NA,NA,NA,NA,2318.72727272727,80.5454545454545,493.090909090909,11.2727272727273
2015,27,2015-07-05,2015-07-11,0,0,0,4,0,0,0,0,272,0,2,0,430,0,5,4,0,0,0,1,0,1,7,0,NA,0,0,2,5,0,23,0,NA,NA,NA,NA,NA,NA,2356.90909090909,82.7272727272727,530,13.4545454545455
2015,28,2015-07-12,2015-07-18,0,0,2,0,0,0,0,0,263,0,2,1,385,0,0,10,0,0,0,2,0,0,6,2,NA,0,0,0,4,0,41,0,NA,NA,NA,NA,NA,NA,2317.77777777778,68.4444444444444,554,11.7777777777778
2015,29,2015-07-19,2015-07-25,0,0,0,0,1,0,0,0,293,0,1,3,448,0,2,16,0,0,0,3,1,0,6,2,NA,0,0,3,3,0,43,0,NA,NA,NA,NA,NA,NA,2454.90909090909,70.3636363636364,554.909090909091,10.5454545454545
2015,30,2015-07-26,2015-08-01,0,0,0,0,2,0,0,0,250,0,2,0,438,0,0,5,0,0,0,0,0,0,7,0,NA,1,1,0,6,0,30,0,NA,NA,NA,NA,NA,NA,2391.63636363636,76.3636363636364,509.636363636364,8.72727272727273
2015,31,2015-08-02,2015-08-08,0,0,1,1,3,0,0,0,226,0,2,3,367,0,1,6,0,0,0,0,1,0,10,0,NA,1,0,1,2,0,36,0,NA,NA,NA,NA,NA,NA,2475.11111111111,74.4444444444444,515.555555555556,13.1111111111111
2015,32,2015-08-09,2015-08-15,0,0,1,4,0,0,0,0,221,0,1,1,478,0,0,7,0,0,0,0,1,0,7,0,NA,0,0,0,4,1,41,0,NA,NA,NA,NA,NA,NA,2880.44444444444,76,576,13.3333333333333
2015,33,2015-08-16,2015-08-22,0,2,0,0,1,0,0,0,250,0,2,2,554,0,2,10,0,0,0,2,0,0,8,0,NA,1,0,1,3,0,44,0,NA,NA,NA,NA,NA,NA,2810.36363636364,77.8181818181818,516.727272727273,15.4545454545455
2015,34,2015-08-23,2015-08-29,1,0,2,0,1,0,0,0,225,0,1,0,533,0,0,10,0,0,0,0,1,0,8,0,NA,1,0,1,5,0,50,0,NA,NA,NA,NA,NA,NA,2625.27272727273,80,476.909090909091,17.2727272727273
2015,35,2015-08-30,2015-09-05,0,0,0,5,0,0,0,0,246,0,0,0,483,0,0,9,1,0,0,0,1,0,11,0,NA,0,0,0,3,0,58,0,NA,NA,NA,NA,NA,NA,2422.72727272727,74.5454545454545,439.090909090909,12
2015,36,2015-09-06,2015-09-12,0,0,1,1,1,0,0,0,217,0,3,1,407,0,0,7,0,0,0,1,0,0,9,1,NA,0,0,3,5,0,42,0,NA,NA,NA,NA,NA,NA,2280,83.5555555555556,396,14.8888888888889
2015,37,2015-09-13,2015-09-19,0,0,1,2,1,0,0,0,303,0,1,0,414,0,2,14,0,0,0,0,2,0,7,0,NA,1,0,0,5,0,43,0,NA,NA,NA,NA,NA,NA,2820.54545454545,95.4545454545455,412.909090909091,13.8181818181818
2015,38,2015-09-20,2015-09-26,0,1,0,1,0,0,0,0,214,0,1,1,403,0,1,2,0,0,0,4,1,0,11,1,NA,2,0,0,1,0,41,0,NA,NA,NA,NA,NA,NA,2738.44444444444,97.1111111111111,429.777777777778,15.7777777777778
2015,39,2015-09-27,2015-10-03,0,0,1,0,1,0,0,0,257,0,2,3,441,0,1,12,0,0,0,0,1,0,5,0,NA,1,0,3,1,1,39,0,NA,NA,NA,NA,NA,NA,2928.72727272727,101.272727272727,395.090909090909,14
2015,40,2015-10-04,2015-10-10,0,0,1,0,1,0,0,0,235,0,1,1,431,0,0,8,1,0,0,1,0,0,6,24,NA,1,0,1,0,0,47,0,NA,NA,NA,NA,NA,NA,2619.09090909091,83.8181818181818,433.454545454545,13.8181818181818
2015,41,2015-10-11,2015-10-17,0,0,0,0,1,0,0,0,235,0,1,4,585,0,1,8,0,0,0,2,0,1,4,2,NA,2,0,0,2,0,42,0,NA,NA,NA,NA,NA,NA,2529.09090909091,75.4545454545455,443.454545454545,12.5454545454545
2015,42,2015-10-18,2015-10-24,0,1,1,1,4,0,0,0,224,0,0,1,477,0,1,6,0,0,0,0,1,1,10,3,NA,1,0,2,3,0,51,0,NA,NA,NA,NA,NA,NA,2611.81818181818,80.7272727272727,452,12.3636363636364
2015,43,2015-10-25,2015-10-31,1,1,3,1,3,0,0,0,246,0,1,0,438,0,1,12,2,0,0,0,0,0,10,1,NA,0,0,1,4,0,39,0,NA,NA,NA,NA,NA,NA,2587.63636363636,88.1818181818182,432,13.4545454545455
2015,44,2015-11-01,2015-11-07,0,1,1,1,3,0,0,0,266,0,0,2,502,0,0,6,0,0,0,7,2,0,9,1,NA,0,0,2,1,0,40,0,NA,NA,NA,NA,NA,NA,2532.72727272727,74.7272727272727,452.727272727273,13.8181818181818
2015,45,2015-11-08,2015-11-14,0,0,0,1,1,0,0,0,198,0,0,1,523,0,0,9,0,0,0,2,0,0,8,1,NA,0,1,1,0,0,58,0,NA,NA,NA,NA,NA,NA,2720.66666666667,70.8888888888889,519.111111111111,17.3333333333333
2015,46,2015-11-15,2015-11-21,0,0,0,2,2,0,0,0,254,0,0,0,600,0,0,10,0,0,0,1,1,0,10,0,NA,1,1,0,2,1,52,0,NA,NA,NA,NA,NA,NA,2672.54545454545,70.1818181818182,459.818181818182,11.4545454545455
2015,47,2015-11-22,2015-11-28,1,0,0,0,3,0,0,0,285,1,4,1,610,0,2,10,0,0,0,1,0,0,6,1,NA,0,0,3,2,0,48,0,NA,NA,NA,NA,NA,NA,2488.36363636364,65.4545454545455,454.909090909091,12.7272727272727
2015,48,2015-11-29,2015-12-05,0,0,0,2,2,0,0,0,259,0,1,1,533,0,0,8,0,0,0,0,0,1,8,0,NA,0,0,2,8,0,46,0,NA,NA,NA,NA,NA,NA,2454.90909090909,67.6363636363636,446.727272727273,7.45454545454545
2015,49,2015-12-06,2015-12-12,0,1,1,0,0,0,0,0,356,1,0,0,568,0,0,6,1,0,0,1,1,1,9,0,NA,0,0,2,1,0,41,0,NA,NA,NA,NA,NA,NA,2319.45454545455,76.3636363636364,438.363636363636,8.72727272727273
2015,50,2015-12-13,2015-12-19,0,0,1,1,2,0,0,0,333,0,0,0,548,0,0,3,1,0,0,0,0,0,16,1,NA,1,0,2,0,0,48,0,NA,NA,NA,NA,NA,NA,2303.63636363636,76.5454545454545,428.545454545455,9.63636363636364
2015,51,2015-12-20,2015-12-26,0,0,3,0,3,0,0,0,372,0,1,0,432,0,1,11,0,0,0,2,1,0,7,0,NA,2,0,0,2,0,58,0,NA,NA,NA,NA,NA,NA,2413.75,88.75,436,15
2015,52,2015-12-27,2016-01-02,0,1,0,0,3,0,0,0,459,0,0,0,370,0,0,7,0,0,0,1,0,1,8,0,NA,1,0,0,2,0,40,0,NA,NA,NA,NA,NA,NA,2494,97,468.25,15.25
2016,1,2016-01-03,2016-01-09,1,1,0,0,1,0,0,0,547,0,1,1,417,0,0,8,1,0,0,0,1,0,14,1,NA,0,0,1,3,0,57,0,0,NA,NA,NA,NA,NA,2604.36363636364,94.1818181818182,492,14.9090909090909
2016,2,2016-01-10,2016-01-16,0,0,0,3,1,0,0,0,620,0,0,1,505,0,0,7,0,0,0,1,1,0,4,0,NA,2,0,2,2,0,52,0,0,NA,NA,NA,NA,NA,2775.45454545455,86.1818181818182,513.272727272727,15.4545454545455
2016,3,2016-01-17,2016-01-23,0,1,2,3,2,0,0,0,636,1,0,0,588,0,0,11,0,0,0,0,1,0,9,0,NA,1,1,2,1,0,49,0,0,NA,NA,NA,NA,NA,2946.36363636364,83.0909090909091,521.272727272727,16.3636363636364
2016,4,2016-01-24,2016-01-30,0,0,4,0,0,0,0,0,623,1,0,1,587,0,0,10,0,0,0,2,0,0,6,0,NA,2,0,1,3,0,42,0,0,NA,NA,NA,NA,NA,3111.09090909091,62.1818181818182,529.272727272727,13.8181818181818
2016,5,2016-01-31,2016-02-06,0,0,1,0,2,0,0,0,523,2,0,0,669,0,1,9,0,0,0,1,1,0,6,0,NA,0,0,1,2,0,54,0,0,NA,NA,NA,NA,NA,3125.45454545455,75.0909090909091,519.272727272727,11.0909090909091
2016,6,2016-02-07,2016-02-13,0,0,0,1,0,0,0,0,419,0,0,0,587,0,0,9,0,0,0,1,0,0,5,0,NA,2,0,0,2,0,35,0,0,NA,NA,NA,NA,NA,3739.71428571429,92.2857142857143,624,16.5714285714286
2016,7,2016-02-14,2016-02-20,0,0,0,2,3,0,0,0,589,1,0,2,699,0,2,8,0,0,0,0,0,1,13,0,NA,0,0,1,5,0,49,0,0,NA,NA,NA,NA,NA,3174,86.9090909090909,538.363636363636,17.0909090909091
2016,8,2016-02-21,2016-02-27,0,0,4,0,0,0,0,0,507,4,0,0,756,0,1,10,0,0,0,0,1,0,14,2,NA,0,0,1,4,0,52,0,0,NA,NA,NA,NA,NA,3148.36363636364,82.3636363636364,508,13.0909090909091
2016,9,2016-02-28,2016-03-05,0,1,1,1,0,0,0,0,411,0,1,0,831,0,1,4,0,0,0,1,0,0,8,0,NA,1,0,3,2,0,39,0,0,NA,NA,NA,NA,NA,3000.72727272727,85.6363636363636,456,15.0909090909091
2016,10,2016-03-06,2016-03-12,0,2,2,2,2,0,0,0,395,1,0,0,979,0,2,6,0,0,0,2,1,1,10,1,NA,2,0,2,4,0,26,0,0,NA,NA,NA,NA,NA,2702,81.0909090909091,489.818181818182,15.2727272727273
2016,11,2016-03-13,2016-03-19,0,1,0,1,1,0,0,0,372,1,1,0,905,0,2,9,0,0,0,4,1,0,6,0,NA,0,0,1,3,0,41,0,0,NA,NA,NA,NA,NA,2382.36363636364,73.2727272727273,418.909090909091,14.3636363636364
2016,12,2016-03-20,2016-03-26,0,1,0,0,2,0,0,0,304,2,1,0,860,0,2,7,0,0,0,2,0,0,2,0,NA,0,0,1,1,0,25,0,0,NA,NA,NA,NA,NA,2596.44444444444,91.1111111111111,471.777777777778,17.5555555555556
2016,13,2016-03-27,2016-04-02,0,3,0,1,0,0,0,0,376,1,0,0,937,0,4,7,1,0,0,1,0,0,7,0,NA,2,0,1,0,0,39,0,0,NA,NA,NA,NA,NA,2530,78,448.909090909091,14.1818181818182
2016,14,2016-04-03,2016-04-09,0,0,0,2,1,0,0,0,289,2,0,2,807,0,1,7,1,0,0,0,0,0,12,0,NA,0,0,3,2,0,29,0,0,NA,NA,NA,NA,NA,2416.90909090909,71.0909090909091,464.727272727273,13.6363636363636
2016,15,2016-04-10,2016-04-16,0,0,0,0,3,0,0,0,224,0,1,0,987,0,2,7,0,0,0,1,0,1,13,0,NA,1,0,1,2,0,42,0,0,NA,NA,NA,NA,NA,2382.54545454545,73.0909090909091,475.454545454545,12.3636363636364
2016,16,2016-04-17,2016-04-23,0,0,1,1,1,0,0,0,229,0,1,0,1051,0,6,5,0,0,0,1,0,0,13,1,NA,0,0,0,2,0,48,0,0,NA,NA,NA,NA,NA,2487.27272727273,71.2727272727273,471.454545454545,14
2016,17,2016-04-24,2016-04-30,0,0,2,1,3,0,0,0,242,0,0,0,1020,0,6,12,0,0,0,1,1,0,12,0,NA,1,0,1,6,0,47,0,0,NA,NA,NA,NA,NA,2520.18181818182,74.3636363636364,494,14
2016,18,2016-05-01,2016-05-07,0,1,0,0,3,0,0,0,180,0,0,0,1077,0,3,12,0,0,0,1,2,1,8,1,NA,0,0,2,6,0,38,0,0,NA,NA,NA,NA,NA,2714.66666666667,72.6666666666667,515.555555555556,15.7777777777778
2016,19,2016-05-08,2016-05-14,0,1,1,0,3,0,0,0,216,0,0,0,1316,0,11,10,0,0,0,1,0,0,5,0,NA,0,0,1,2,0,48,0,1,NA,NA,NA,NA,NA,2647.81818181818,73.2727272727273,503.636363636364,14.7272727272727
2016,20,2016-05-15,2016-05-21,0,1,1,1,9,0,0,0,212,0,1,1,1314,0,6,9,0,0,0,0,0,0,19,1,NA,3,0,2,1,0,42,0,0,NA,NA,NA,NA,NA,2852.6,72.2,546.6,14.4
2016,21,2016-05-22,2016-05-28,0,0,2,0,2,0,0,0,198,0,0,0,1344,0,7,14,0,0,0,2,0,0,5,1,NA,0,0,0,3,0,57,0,0,NA,NA,NA,NA,NA,2775.27272727273,70,492,14.5454545454545
2016,22,2016-05-29,2016-06-04,0,0,1,5,0,0,0,0,215,1,0,1,1234,0,5,17,0,0,0,2,0,0,12,0,NA,1,0,1,3,0,45,0,0,NA,NA,NA,NA,NA,2634.36363636364,70,453.454545454545,8.54545454545454
2016,23,2016-06-05,2016-06-11,0,1,1,1,4,0,0,0,157,1,0,0,1117,0,3,15,1,0,0,0,0,0,9,0,NA,2,0,3,3,0,52,0,0,NA,NA,NA,NA,NA,2520.90909090909,71.4545454545455,418.181818181818,9.63636363636364
2016,24,2016-06-12,2016-06-18,0,0,2,1,6,0,0,0,192,1,2,0,1066,0,4,12,1,0,0,1,1,0,5,3,NA,2,1,9,3,0,28,0,0,NA,NA,NA,NA,NA,2563.81818181818,66.1818181818182,444.909090909091,11.6363636363636
2016,25,2016-06-19,2016-06-25,0,0,0,0,4,0,0,0,215,0,0,1,1034,0,1,13,0,0,0,0,2,0,8,0,NA,2,0,3,6,0,43,0,0,NA,NA,NA,NA,NA,2818.54545454545,76.7272727272727,445.454545454545,10.9090909090909
2016,26,2016-06-26,2016-07-02,0,0,1,0,1,0,0,0,234,0,1,1,972,0,0,12,0,0,0,1,5,0,11,0,NA,0,0,0,4,0,53,0,0,NA,NA,NA,NA,NA,3021.27272727273,83.0909090909091,520.727272727273,15.2727272727273
2016,27,2016-07-03,2016-07-09,0,0,0,0,0,0,0,0,246,1,0,0,798,0,0,8,1,0,0,2,1,0,8,0,NA,2,0,1,0,0,48,0,0,NA,NA,NA,NA,NA,2989.11111111111,84.4444444444444,634.222222222222,18.8888888888889
2016,28,2016-07-10,2016-07-16,0,0,0,2,2,0,0,0,223,0,1,0,871,0,1,11,2,0,0,1,1,0,3,0,NA,0,1,1,3,0,80,0,0,NA,NA,NA,NA,NA,2940,77.8181818181818,593.090909090909,12.5454545454545
2016,29,2016-07-17,2016-07-23,0,1,2,3,4,0,0,0,266,0,0,0,884,0,0,12,0,0,0,2,0,1,14,0,NA,1,0,3,2,0,58,0,0,NA,NA,NA,NA,NA,3427.27272727273,72.1818181818182,586.909090909091,11.4545454545455
2016,30,2016-07-24,2016-07-30,0,0,1,5,3,0,0,0,221,1,0,0,908,0,0,15,1,0,0,2,1,0,3,0,NA,3,0,3,0,0,35,0,0,NA,NA,NA,NA,NA,3566.18181818182,74,571.454545454545,13.8181818181818
2016,31,2016-07-31,2016-08-06,0,0,0,1,1,0,0,0,210,0,1,0,972,0,2,8,0,0,0,3,2,1,1,1,NA,3,0,3,7,0,41,0,0,NA,NA,NA,NA,NA,3498.54545454545,83.2727272727273,550.727272727273,12
2016,32,2016-08-07,2016-08-13,0,0,1,1,3,0,0,0,197,1,1,1,917,0,1,8,0,0,0,0,0,0,5,1,NA,1,0,0,1,0,46,0,0,NA,NA,NA,NA,NA,3233.33333333333,80.6666666666667,592.444444444444,17.1111111111111
2016,33,2016-08-14,2016-08-20,0,0,2,2,5,0,0,0,221,1,3,0,914,0,1,7,0,0,0,1,1,0,6,1,NA,1,0,2,3,2,48,0,0,NA,NA,NA,NA,NA,2833.63636363636,77.0909090909091,550.363636363636,13.0909090909091
2016,34,2016-08-21,2016-08-27,0,0,0,1,0,0,0,0,274,0,1,2,948,0,3,9,0,0,0,5,2,2,6,0,NA,3,0,1,4,0,26,0,1,NA,NA,NA,NA,NA,2686.90909090909,77.6363636363636,520.909090909091,14.3636363636364
2016,35,2016-08-28,2016-09-03,0,1,2,2,0,0,0,0,310,1,2,1,906,0,2,13,1,0,0,1,1,0,13,0,NA,0,0,1,3,0,36,0,215,NA,NA,NA,NA,NA,2573.09090909091,81.6363636363636,500.909090909091,15.0909090909091
2016,36,2016-09-04,2016-09-10,0,0,1,0,3,0,0,0,242,0,2,4,867,0,5,18,1,0,0,4,0,0,20,0,NA,0,0,2,1,0,44,0,107,NA,NA,NA,NA,NA,2370.72727272727,75.4545454545455,452.727272727273,10.1818181818182
2016,37,2016-09-11,2016-09-17,0,0,1,0,2,0,0,0,175,0,2,2,778,0,1,12,0,0,0,1,0,0,13,0,NA,2,0,2,1,0,47,0,62,NA,NA,NA,NA,NA,2566.22222222222,88,617.333333333333,13.5555555555556
2016,38,2016-09-18,2016-09-24,1,0,0,0,2,0,0,0,174,0,2,3,756,0,0,13,1,0,0,0,0,1,13,0,NA,0,0,0,5,2,30,0,11,NA,NA,NA,NA,NA,2449.45454545455,82.9090909090909,553.636363636364,10.9090909090909
2016,39,2016-09-25,2016-10-01,0,1,0,1,2,0,0,0,138,0,0,2,737,0,3,11,0,0,0,3,0,1,10,0,NA,3,0,0,1,0,37,0,8,NA,NA,NA,NA,NA,2384,84.3636363636364,524.727272727273,16.5454545454545
2016,40,2016-10-02,2016-10-08,0,0,1,2,4,0,0,0,125,0,0,0,555,0,2,14,0,0,0,1,0,1,11,0,NA,2,0,0,3,0,47,0,4,NA,NA,NA,NA,NA,2378,72.7272727272727,558.909090909091,14.3636363636364
2016,41,2016-10-09,2016-10-15,0,0,1,0,6,0,0,0,94,0,2,1,616,0,2,10,0,0,0,2,0,0,6,1,NA,1,0,2,3,0,41,0,11,NA,NA,NA,NA,NA,2423.27272727273,78.3636363636364,582.363636363636,20.1818181818182
2016,42,2016-10-16,2016-10-22,0,1,0,0,4,0,0,0,108,0,0,4,599,0,1,7,0,0,0,1,0,0,2,0,NA,2,0,2,1,0,46,0,11,NA,NA,NA,NA,NA,2408.18181818182,75.6363636363636,564.727272727273,18.9090909090909
2016,43,2016-10-23,2016-10-29,0,0,1,0,3,0,0,0,84,0,0,0,474,0,2,14,0,0,0,2,0,1,5,0,NA,2,1,0,3,0,34,0,12,NA,NA,NA,NA,NA,2397.6,79.4,557.6,15.4
2016,44,2016-10-30,2016-11-05,0,0,2,0,1,0,0,0,85,1,0,2,489,0,1,16,0,0,0,2,0,0,8,0,NA,1,0,3,1,0,45,0,4,NA,NA,NA,NA,NA,2462,81.6363636363636,568.363636363636,13.0909090909091
2016,45,2016-11-06,2016-11-12,0,0,2,1,0,0,0,0,84,0,0,1,505,0,4,11,0,0,0,2,0,0,11,1,NA,3,0,3,2,0,33,0,4,NA,NA,NA,NA,NA,2598.36363636364,78.1818181818182,553.636363636364,15.6363636363636
2016,46,2016-11-13,2016-11-19,0,0,1,0,3,0,0,0,72,0,0,2,581,0,5,13,0,0,0,3,0,1,7,1,NA,2,0,4,1,0,47,0,3,NA,NA,NA,NA,NA,2651.09090909091,83.8181818181818,518.909090909091,10.5454545454545
2016,47,2016-11-20,2016-11-26,0,0,1,0,1,0,0,0,74,1,0,0,576,0,8,8,0,0,0,1,0,0,6,0,NA,1,0,0,2,1,40,0,1,NA,NA,NA,NA,NA,2619.63636363636,86.7272727272727,511.818181818182,14.1818181818182
2016,48,2016-11-27,2016-12-03,0,0,0,0,1,0,0,0,86,0,0,1,602,0,4,4,0,0,0,2,0,0,7,1,NA,3,0,0,4,0,0,0,2,NA,NA,NA,NA,NA,2588.72727272727,100.181818181818,488.727272727273,14
2016,49,2016-12-04,2016-12-10,0,0,0,0,0,0,0,0,59,0,3,1,588,0,11,10,0,0,0,1,0,0,6,0,NA,0,3,0,0,2,0,0,1,NA,NA,NA,NA,NA,2377.45454545455,101.636363636364,478.909090909091,11
2016,50,2016-12-11,2016-12-17,0,0,1,0,2,0,0,0,81,0,1,1,582,0,3,11,0,0,0,2,0,1,7,0,NA,2,1,2,2,2,0,0,0,NA,NA,NA,NA,NA,2409.81818181818,100.727272727273,427.454545454545,13
2016,51,2016-12-18,2016-12-24,0,0,4,1,1,0,NA,0,72,0,0,0,560,0,2,15,0,0,0,0,0,0,9,0,NA,1,1,0,2,3,1,0,0,NA,NA,NA,NA,NA,2275.09090909091,91.8181818181818,448.363636363636,11
2016,52,2016-12-25,2016-12-31,0,0,1,2,2,0,0,0,64,0,0,0,512,0,3,12,1,0,0,0,0,0,5,0,NA,2,0,0,1,3,0,0,1,NA,NA,NA,NA,NA,2493.33333333333,97.7777777777778,458,12
2017,1,2017-01-01,2017-01-07,0,3,3,2,3,0,0,0,70,0,0,0,501,0,3,6,0,0,0,2,0,0,7,1,2,2,0,1,1,1,48,0,0,0,0,0,0,0,2721.11111111111,105.777777777778,517.777777777778,19.5555555555556
2017,2,2017-01-08,2017-01-14,0,1,4,0,1,0,0,0,90,1,0,0,588,0,4,15,0,0,0,1,0,0,7,0,0,2,0,3,2,0,43,0,0,0,0,0,0,0,2864.18181818182,91.2727272727273,542.545454545455,17.2727272727273
2017,3,2017-01-15,2017-01-21,0,0,3,2,2,0,0,0,73,1,1,0,599,0,3,12,0,0,0,0,0,0,4,0,0,0,0,0,3,0,38,0,1,0,0,0,0,0,3059.63636363636,90.5454545454545,558,16.3636363636364
2017,4,2017-01-22,2017-01-28,0,0,2,1,0,0,0,0,63,0,0,0,492,0,1,7,1,0,0,1,0,0,11,0,1,1,0,0,1,0,33,0,0,0,0,0,0,0,3002.2,81.8,508.8,13
2017,5,2017-01-29,2017-02-04,0,1,6,1,2,0,0,0,62,0,0,0,572,0,0,12,0,0,0,2,0,0,12,1,1,1,1,2,5,2,44,0,0,0,0,0,0,0,3520.88888888889,98.2222222222222,582.888888888889,16.8888888888889
2017,6,2017-02-05,2017-02-11,0,0,0,5,0,0,0,0,77,0,1,0,669,0,1,15,0,0,0,1,0,0,4,0,2,2,0,7,4,0,33,0,2,0,1,0,0,0,3352.18181818182,99.2727272727273,586.727272727273,17.8181818181818
2017,7,2017-02-12,2017-02-18,0,0,4,0,0,0,0,0,51,2,0,0,692,0,4,9,1,0,0,1,0,0,3,1,2,2,1,0,2,0,25,0,1,0,0,0,0,0,3316.36363636364,104.545454545455,561.272727272727,16.7272727272727
2017,8,2017-02-19,2017-02-25,0,1,0,0,0,0,0,0,54,0,0,0,762,0,3,9,1,0,0,2,0,0,10,1,0,0,0,0,6,0,46,0,0,0,0,0,0,1,2992.72727272727,98.7272727272727,535.818181818182,17.6363636363636
2017,9,2017-02-26,2017-03-04,0,0,1,2,2,0,0,0,41,0,0,1,855,0,1,12,0,0,0,2,0,1,6,0,1,0,0,2,4,0,45,0,1,0,0,0,0,0,3008,95.4545454545455,526.727272727273,14
2017,10,2017-03-05,2017-03-11,0,0,0,0,1,0,0,0,32,0,1,0,943,0,2,11,0,0,0,1,0,1,8,0,1,0,0,2,2,0,32,0,0,0,0,0,0,0,3038.36363636364,112.181818181818,533.090909090909,16.3636363636364
2017,11,2017-03-12,2017-03-18,0,0,1,2,0,0,0,0,34,1,1,0,797,0,1,14,0,0,0,0,0,0,8,0,1,3,0,2,2,0,31,0,0,0,0,0,0,0,2711.27272727273,99.8181818181818,428.181818181818,14
2017,12,2017-03-19,2017-03-25,0,0,0,2,3,0,0,0,32,0,0,2,790,0,2,8,0,0,0,0,0,1,7,0,0,1,0,0,3,0,63,0,1,0,0,0,0,1,2976.54545454545,123.818181818182,515.454545454545,16.5454545454545
2017,13,2017-03-26,2017-04-01,0,0,0,3,2,0,0,0,49,1,0,0,663,0,4,12,0,0,0,0,0,2,7,0,0,1,1,0,5,0,45,0,2,0,0,0,0,0,2838.90909090909,112.727272727273,486,16.1818181818182
2017,14,2017-04-02,2017-04-08,0,0,2,2,1,0,0,0,37,0,1,1,695,0,3,13,0,0,0,0,0,0,9,0,1,0,1,2,0,1,33,0,5,0,0,0,0,0,3023.45454545455,98.3636363636364,530.545454545455,16
2017,15,2017-04-09,2017-04-15,0,0,1,2,1,0,0,0,32,0,1,0,654,0,2,7,0,0,0,0,0,0,4,0,1,0,1,1,2,0,42,0,5,0,0,0,0,0,3163.55555555556,98.6666666666667,548,22.4444444444444
2017,16,2017-04-16,2017-04-22,0,0,1,4,0,0,0,0,51,0,2,0,762,0,2,12,0,0,0,0,0,0,8,1,2,2,0,0,2,0,31,0,5,0,0,0,0,0,3202.18181818182,99.4545454545455,545.818181818182,16.1818181818182
